"BehaviorSpace results (NetLogo 5.3)"
"war of attrition.nlogo"
"experiment"
"02/21/2016 20:25:59:501 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","V","x1","x2","dynamic?","[step]","[u] of player 0","[u] of player 1"
"2672","50","27","72","false","0","-27","23"
"2675","50","27","75","false","0","-27","23"
"2676","50","27","76","false","0","-27","23"
"2673","50","27","73","false","0","-27","23"
"2674","50","27","74","false","0","-27","23"
"2677","50","27","77","false","0","-27","23"
"2679","50","27","79","false","0","-27","23"
"2678","50","27","78","false","0","-27","23"
"2680","50","27","80","false","0","-27","23"
"2683","50","27","83","false","0","-27","23"
"2643","50","27","43","false","0","-27","23"
"2684","50","27","84","false","0","-27","23"
"2685","50","27","85","false","0","-27","23"
"2682","50","27","82","false","0","-27","23"
"2681","50","27","81","false","0","-27","23"
"2687","50","27","87","false","0","-27","23"
"2686","50","27","86","false","0","-27","23"
"2689","50","27","89","false","0","-27","23"
"2690","50","27","90","false","0","-27","23"
"2692","50","27","92","false","0","-27","23"
"2695","50","27","95","false","0","-27","23"
"2696","50","27","96","false","0","-27","23"
"2693","50","27","93","false","0","-27","23"
"2691","50","27","91","false","0","-27","23"
"2697","50","27","97","false","0","-27","23"
"2694","50","27","94","false","0","-27","23"
"2698","50","27","98","false","0","-27","23"
"2699","50","27","99","false","0","-27","23"
"2701","50","28","1","false","0","49","-1"
"2703","50","28","3","false","0","47","-3"
"2704","50","28","4","false","0","46","-4"
"2705","50","28","5","false","0","45","-5"
"2688","50","27","88","false","0","-27","23"
"2702","50","28","2","false","0","48","-2"
"2706","50","28","6","false","0","44","-6"
"2700","50","27","100","false","0","-27","23"
"2709","50","28","9","false","0","41","-9"
"2707","50","28","7","false","0","43","-7"
"2711","50","28","11","false","0","39","-11"
"2714","50","28","14","false","0","36","-14"
"2715","50","28","15","false","0","35","-15"
"2708","50","28","8","false","0","42","-8"
"2712","50","28","12","false","0","38","-12"
"2716","50","28","16","false","0","34","-16"
"2713","50","28","13","false","0","37","-13"
"2720","50","28","20","false","0","30","-20"
"2721","50","28","21","false","0","29","-21"
"2717","50","28","17","false","0","33","-17"
"2723","50","28","23","false","0","27","-23"
"2724","50","28","24","false","0","26","-24"
"2710","50","28","10","false","0","40","-10"
"2725","50","28","25","false","0","25","-25"
"2726","50","28","26","false","0","24","-26"
"2727","50","28","27","false","0","23","-27"
"2722","50","28","22","false","0","28","-22"
"2729","50","28","29","false","0","-28","22"
"2718","50","28","18","false","0","32","-18"
"2719","50","28","19","false","0","31","-19"
"2730","50","28","30","false","0","-28","22"
"2731","50","28","31","false","0","-28","22"
"2732","50","28","32","false","0","-28","22"
"2735","50","28","35","false","0","-28","22"
"2737","50","28","37","false","0","-28","22"
"2738","50","28","38","false","0","-28","22"
"2739","50","28","39","false","0","-28","22"
"2733","50","28","33","false","0","-28","22"
"2740","50","28","40","false","0","-28","22"
"2736","50","28","36","false","0","-28","22"
"2741","50","28","41","false","0","-28","22"
"2734","50","28","34","false","0","-28","22"
"2742","50","28","42","false","0","-28","22"
"2744","50","28","44","false","0","-28","22"
"2745","50","28","45","false","0","-28","22"
"2743","50","28","43","false","0","-28","22"
"2748","50","28","48","false","0","-28","22"
"2746","50","28","46","false","0","-28","22"
"2747","50","28","47","false","0","-28","22"
"2750","50","28","50","false","0","-28","22"
"2749","50","28","49","false","0","-28","22"
"2752","50","28","52","false","0","-28","22"
"2755","50","28","55","false","0","-28","22"
"2756","50","28","56","false","0","-28","22"
"2757","50","28","57","false","0","-28","22"
"2759","50","28","59","false","0","-28","22"
"2758","50","28","58","false","0","-28","22"
"2760","50","28","60","false","0","-28","22"
"2751","50","28","51","false","0","-28","22"
"2762","50","28","62","false","0","-28","22"
"2761","50","28","61","false","0","-28","22"
"2763","50","28","63","false","0","-28","22"
"2753","50","28","53","false","0","-28","22"
"2754","50","28","54","false","0","-28","22"
"2765","50","28","65","false","0","-28","22"
"2766","50","28","66","false","0","-28","22"
"2767","50","28","67","false","0","-28","22"
"2770","50","28","70","false","0","-28","22"
"2771","50","28","71","false","0","-28","22"
"2772","50","28","72","false","0","-28","22"
"2773","50","28","73","false","0","-28","22"
"2774","50","28","74","false","0","-28","22"
"2764","50","28","64","false","0","-28","22"
"2775","50","28","75","false","0","-28","22"
"2769","50","28","69","false","0","-28","22"
"2776","50","28","76","false","0","-28","22"
"2777","50","28","77","false","0","-28","22"
"2778","50","28","78","false","0","-28","22"
"2781","50","28","81","false","0","-28","22"
"2782","50","28","82","false","0","-28","22"
"2728","50","28","28","false","0","-3","-3"
"2768","50","28","68","false","0","-28","22"
"2783","50","28","83","false","0","-28","22"
"2780","50","28","80","false","0","-28","22"
"2784","50","28","84","false","0","-28","22"
"2787","50","28","87","false","0","-28","22"
"2786","50","28","86","false","0","-28","22"
"2789","50","28","89","false","0","-28","22"
"2779","50","28","79","false","0","-28","22"
"2788","50","28","88","false","0","-28","22"
"2791","50","28","91","false","0","-28","22"
"2792","50","28","92","false","0","-28","22"
"2793","50","28","93","false","0","-28","22"
"2790","50","28","90","false","0","-28","22"
"2796","50","28","96","false","0","-28","22"
"2797","50","28","97","false","0","-28","22"
"2798","50","28","98","false","0","-28","22"
"2800","50","28","100","false","0","-28","22"
"2801","50","29","1","false","0","49","-1"
"2802","50","29","2","false","0","48","-2"
"2785","50","28","85","false","0","-28","22"
"2803","50","29","3","false","0","47","-3"
"2804","50","29","4","false","0","46","-4"
"2805","50","29","5","false","0","45","-5"
"2794","50","28","94","false","0","-28","22"
"2795","50","28","95","false","0","-28","22"
"2799","50","28","99","false","0","-28","22"
"2806","50","29","6","false","0","44","-6"
"2808","50","29","8","false","0","42","-8"
"2809","50","29","9","false","0","41","-9"
"2812","50","29","12","false","0","38","-12"
"2814","50","29","14","false","0","36","-14"
"2815","50","29","15","false","0","35","-15"
"2813","50","29","13","false","0","37","-13"
"2810","50","29","10","false","0","40","-10"
"2811","50","29","11","false","0","39","-11"
"2816","50","29","16","false","0","34","-16"
"2817","50","29","17","false","0","33","-17"
"2818","50","29","18","false","0","32","-18"
"2821","50","29","21","false","0","29","-21"
"2823","50","29","23","false","0","27","-23"
"2824","50","29","24","false","0","26","-24"
"2826","50","29","26","false","0","24","-26"
"2825","50","29","25","false","0","25","-25"
"2807","50","29","7","false","0","43","-7"
"2819","50","29","19","false","0","31","-19"
"2820","50","29","20","false","0","30","-20"
"2827","50","29","27","false","0","23","-27"
"2822","50","29","22","false","0","28","-22"
"2828","50","29","28","false","0","22","-28"
"2829","50","29","29","false","0","-4","-4"
"2833","50","29","33","false","0","-29","21"
"2832","50","29","32","false","0","-29","21"
"2830","50","29","30","false","0","-29","21"
"2834","50","29","34","false","0","-29","21"
"2835","50","29","35","false","0","-29","21"
"2837","50","29","37","false","0","-29","21"
"2836","50","29","36","false","0","-29","21"
"2839","50","29","39","false","0","-29","21"
"2838","50","29","38","false","0","-29","21"
"2841","50","29","41","false","0","-29","21"
"2842","50","29","42","false","0","-29","21"
"2843","50","29","43","false","0","-29","21"
"2844","50","29","44","false","0","-29","21"
"2831","50","29","31","false","0","-29","21"
"2847","50","29","47","false","0","-29","21"
"2848","50","29","48","false","0","-29","21"
"2849","50","29","49","false","0","-29","21"
"2840","50","29","40","false","0","-29","21"
"2851","50","29","51","false","0","-29","21"
"2853","50","29","53","false","0","-29","21"
"2846","50","29","46","false","0","-29","21"
"2852","50","29","52","false","0","-29","21"
"2845","50","29","45","false","0","-29","21"
"2855","50","29","55","false","0","-29","21"
"2854","50","29","54","false","0","-29","21"
"2858","50","29","58","false","0","-29","21"
"2856","50","29","56","false","0","-29","21"
"2860","50","29","60","false","0","-29","21"
"2861","50","29","61","false","0","-29","21"
"2862","50","29","62","false","0","-29","21"
"2863","50","29","63","false","0","-29","21"
"2864","50","29","64","false","0","-29","21"
"2857","50","29","57","false","0","-29","21"
"2859","50","29","59","false","0","-29","21"
"2865","50","29","65","false","0","-29","21"
"2867","50","29","67","false","0","-29","21"
"2868","50","29","68","false","0","-29","21"
"2869","50","29","69","false","0","-29","21"
"2870","50","29","70","false","0","-29","21"
"2872","50","29","72","false","0","-29","21"
"2866","50","29","66","false","0","-29","21"
"2874","50","29","74","false","0","-29","21"
"2875","50","29","75","false","0","-29","21"
"2876","50","29","76","false","0","-29","21"
"2871","50","29","71","false","0","-29","21"
"2873","50","29","73","false","0","-29","21"
"2850","50","29","50","false","0","-29","21"
"2877","50","29","77","false","0","-29","21"
"2879","50","29","79","false","0","-29","21"
"2880","50","29","80","false","0","-29","21"
"2878","50","29","78","false","0","-29","21"
"2884","50","29","84","false","0","-29","21"
"2885","50","29","85","false","0","-29","21"
"2882","50","29","82","false","0","-29","21"
"2886","50","29","86","false","0","-29","21"
"2881","50","29","81","false","0","-29","21"
"2889","50","29","89","false","0","-29","21"
"2888","50","29","88","false","0","-29","21"
"2887","50","29","87","false","0","-29","21"
"2891","50","29","91","false","0","-29","21"
"2890","50","29","90","false","0","-29","21"
"2892","50","29","92","false","0","-29","21"
"2894","50","29","94","false","0","-29","21"
"2893","50","29","93","false","0","-29","21"
"2895","50","29","95","false","0","-29","21"
"2896","50","29","96","false","0","-29","21"
"2900","50","29","100","false","0","-29","21"
"2899","50","29","99","false","0","-29","21"
"2901","50","30","1","false","0","49","-1"
"2903","50","30","3","false","0","47","-3"
"2904","50","30","4","false","0","46","-4"
"2897","50","29","97","false","0","-29","21"
"2898","50","29","98","false","0","-29","21"
"2905","50","30","5","false","0","45","-5"
"2883","50","29","83","false","0","-29","21"
"2906","50","30","6","false","0","44","-6"
"2908","50","30","8","false","0","42","-8"
"2910","50","30","10","false","0","40","-10"
"2907","50","30","7","false","0","43","-7"
"2902","50","30","2","false","0","48","-2"
"2909","50","30","9","false","0","41","-9"
"2912","50","30","12","false","0","38","-12"
"2913","50","30","13","false","0","37","-13"
"2914","50","30","14","false","0","36","-14"
"2919","50","30","19","false","0","31","-19"
"2918","50","30","18","false","0","32","-18"
"2920","50","30","20","false","0","30","-20"
"2916","50","30","16","false","0","34","-16"
"2915","50","30","15","false","0","35","-15"
"2921","50","30","21","false","0","29","-21"
"2917","50","30","17","false","0","33","-17"
"2922","50","30","22","false","0","28","-22"
"2923","50","30","23","false","0","27","-23"
"2926","50","30","26","false","0","24","-26"
"2929","50","30","29","false","0","21","-29"
"2927","50","30","27","false","0","23","-27"
"2924","50","30","24","false","0","26","-24"
"2925","50","30","25","false","0","25","-25"
"2928","50","30","28","false","0","22","-28"
"2930","50","30","30","false","0","-5","-5"
"2932","50","30","32","false","0","-30","20"
"2931","50","30","31","false","0","-30","20"
"2935","50","30","35","false","0","-30","20"
"2938","50","30","38","false","0","-30","20"
"2937","50","30","37","false","0","-30","20"
"2939","50","30","39","false","0","-30","20"
"2934","50","30","34","false","0","-30","20"
"2911","50","30","11","false","0","39","-11"
"2940","50","30","40","false","0","-30","20"
"2941","50","30","41","false","0","-30","20"
"2936","50","30","36","false","0","-30","20"
"2933","50","30","33","false","0","-30","20"
"2942","50","30","42","false","0","-30","20"
"2943","50","30","43","false","0","-30","20"
"2944","50","30","44","false","0","-30","20"
"2945","50","30","45","false","0","-30","20"
"2949","50","30","49","false","0","-30","20"
"2947","50","30","47","false","0","-30","20"
"2946","50","30","46","false","0","-30","20"
"2951","50","30","51","false","0","-30","20"
"2952","50","30","52","false","0","-30","20"
"2950","50","30","50","false","0","-30","20"
"2953","50","30","53","false","0","-30","20"
"2954","50","30","54","false","0","-30","20"
"2955","50","30","55","false","0","-30","20"
"2956","50","30","56","false","0","-30","20"
"2957","50","30","57","false","0","-30","20"
"2959","50","30","59","false","0","-30","20"
"2958","50","30","58","false","0","-30","20"
"2963","50","30","63","false","0","-30","20"
"2962","50","30","62","false","0","-30","20"
"2964","50","30","64","false","0","-30","20"
"2960","50","30","60","false","0","-30","20"
"2961","50","30","61","false","0","-30","20"
"2948","50","30","48","false","0","-30","20"
"2965","50","30","65","false","0","-30","20"
"2966","50","30","66","false","0","-30","20"
"2967","50","30","67","false","0","-30","20"
"2968","50","30","68","false","0","-30","20"
"2969","50","30","69","false","0","-30","20"
"2972","50","30","72","false","0","-30","20"
"2971","50","30","71","false","0","-30","20"
"2973","50","30","73","false","0","-30","20"
"2974","50","30","74","false","0","-30","20"
"2975","50","30","75","false","0","-30","20"
"2976","50","30","76","false","0","-30","20"
"2978","50","30","78","false","0","-30","20"
"2977","50","30","77","false","0","-30","20"
"2979","50","30","79","false","0","-30","20"
"2981","50","30","81","false","0","-30","20"
"2980","50","30","80","false","0","-30","20"
"2984","50","30","84","false","0","-30","20"
"2985","50","30","85","false","0","-30","20"
"2982","50","30","82","false","0","-30","20"
"2983","50","30","83","false","0","-30","20"
"2987","50","30","87","false","0","-30","20"
"2986","50","30","86","false","0","-30","20"
"2970","50","30","70","false","0","-30","20"
"2988","50","30","88","false","0","-30","20"
"2989","50","30","89","false","0","-30","20"
"2990","50","30","90","false","0","-30","20"
"2992","50","30","92","false","0","-30","20"
"2993","50","30","93","false","0","-30","20"
"2995","50","30","95","false","0","-30","20"
"2991","50","30","91","false","0","-30","20"
"2996","50","30","96","false","0","-30","20"
"2997","50","30","97","false","0","-30","20"
"2999","50","30","99","false","0","-30","20"
"3002","50","31","2","false","0","48","-2"
"3001","50","31","1","false","0","49","-1"
"3004","50","31","4","false","0","46","-4"
"2998","50","30","98","false","0","-30","20"
"3005","50","31","5","false","0","45","-5"
"3006","50","31","6","false","0","44","-6"
"3007","50","31","7","false","0","43","-7"
"3000","50","30","100","false","0","-30","20"
"3003","50","31","3","false","0","47","-3"
"3009","50","31","9","false","0","41","-9"
"3008","50","31","8","false","0","42","-8"
"3010","50","31","10","false","0","40","-10"
"3011","50","31","11","false","0","39","-11"
"3014","50","31","14","false","0","36","-14"
"3015","50","31","15","false","0","35","-15"
"3017","50","31","17","false","0","33","-17"
"3012","50","31","12","false","0","38","-12"
"3019","50","31","19","false","0","31","-19"
"3018","50","31","18","false","0","32","-18"
"3013","50","31","13","false","0","37","-13"
"3016","50","31","16","false","0","34","-16"
"3020","50","31","20","false","0","30","-20"
"3022","50","31","22","false","0","28","-22"
"3026","50","31","26","false","0","24","-26"
"3021","50","31","21","false","0","29","-21"
"3025","50","31","25","false","0","25","-25"
"3024","50","31","24","false","0","26","-24"
"3023","50","31","23","false","0","27","-23"
"3027","50","31","27","false","0","23","-27"
"3028","50","31","28","false","0","22","-28"
"3029","50","31","29","false","0","21","-29"
"3031","50","31","31","false","0","-6","-6"
"3030","50","31","30","false","0","20","-30"
"3033","50","31","33","false","0","-31","19"
"3032","50","31","32","false","0","-31","19"
"3035","50","31","35","false","0","-31","19"
"3034","50","31","34","false","0","-31","19"
"3038","50","31","38","false","0","-31","19"
"3040","50","31","40","false","0","-31","19"
"3041","50","31","41","false","0","-31","19"
"3042","50","31","42","false","0","-31","19"
"2994","50","30","94","false","0","-30","20"
"3039","50","31","39","false","0","-31","19"
"3043","50","31","43","false","0","-31","19"
"3044","50","31","44","false","0","-31","19"
"3037","50","31","37","false","0","-31","19"
"3036","50","31","36","false","0","-31","19"
"3045","50","31","45","false","0","-31","19"
"3048","50","31","48","false","0","-31","19"
"3047","50","31","47","false","0","-31","19"
"3052","50","31","52","false","0","-31","19"
"3053","50","31","53","false","0","-31","19"
"3054","50","31","54","false","0","-31","19"
"3055","50","31","55","false","0","-31","19"
"3049","50","31","49","false","0","-31","19"
"3051","50","31","51","false","0","-31","19"
"3050","50","31","50","false","0","-31","19"
"3056","50","31","56","false","0","-31","19"
"3057","50","31","57","false","0","-31","19"
"3058","50","31","58","false","0","-31","19"
"3061","50","31","61","false","0","-31","19"
"3062","50","31","62","false","0","-31","19"
"3064","50","31","64","false","0","-31","19"
"3060","50","31","60","false","0","-31","19"
"3066","50","31","66","false","0","-31","19"
"3065","50","31","65","false","0","-31","19"
"3059","50","31","59","false","0","-31","19"
"3067","50","31","67","false","0","-31","19"
"3063","50","31","63","false","0","-31","19"
"3070","50","31","70","false","0","-31","19"
"3069","50","31","69","false","0","-31","19"
"3072","50","31","72","false","0","-31","19"
"3046","50","31","46","false","0","-31","19"
"3074","50","31","74","false","0","-31","19"
"3068","50","31","68","false","0","-31","19"
"3075","50","31","75","false","0","-31","19"
"3071","50","31","71","false","0","-31","19"
"3076","50","31","76","false","0","-31","19"
"3073","50","31","73","false","0","-31","19"
"3079","50","31","79","false","0","-31","19"
"3078","50","31","78","false","0","-31","19"
"3080","50","31","80","false","0","-31","19"
"3083","50","31","83","false","0","-31","19"
"3085","50","31","85","false","0","-31","19"
"3084","50","31","84","false","0","-31","19"
"3081","50","31","81","false","0","-31","19"
"3086","50","31","86","false","0","-31","19"
"3088","50","31","88","false","0","-31","19"
"3089","50","31","89","false","0","-31","19"
"3082","50","31","82","false","0","-31","19"
"3087","50","31","87","false","0","-31","19"
"3092","50","31","92","false","0","-31","19"
"3093","50","31","93","false","0","-31","19"
"3091","50","31","91","false","0","-31","19"
"3090","50","31","90","false","0","-31","19"
"3095","50","31","95","false","0","-31","19"
"3096","50","31","96","false","0","-31","19"
"3099","50","31","99","false","0","-31","19"
"3100","50","31","100","false","0","-31","19"
"3094","50","31","94","false","0","-31","19"
"3098","50","31","98","false","0","-31","19"
"3103","50","32","3","false","0","47","-3"
"3102","50","32","2","false","0","48","-2"
"3105","50","32","5","false","0","45","-5"
"3097","50","31","97","false","0","-31","19"
"3106","50","32","6","false","0","44","-6"
"3107","50","32","7","false","0","43","-7"
"3101","50","32","1","false","0","49","-1"
"3108","50","32","8","false","0","42","-8"
"3104","50","32","4","false","0","46","-4"
"3110","50","32","10","false","0","40","-10"
"3077","50","31","77","false","0","-31","19"
"3112","50","32","12","false","0","38","-12"
"3109","50","32","9","false","0","41","-9"
"3111","50","32","11","false","0","39","-11"
"3114","50","32","14","false","0","36","-14"
"3113","50","32","13","false","0","37","-13"
"3116","50","32","16","false","0","34","-16"
"3118","50","32","18","false","0","32","-18"
"3120","50","32","20","false","0","30","-20"
"3117","50","32","17","false","0","33","-17"
"3119","50","32","19","false","0","31","-19"
"3122","50","32","22","false","0","28","-22"
"3121","50","32","21","false","0","29","-21"
"3123","50","32","23","false","0","27","-23"
"3124","50","32","24","false","0","26","-24"
"3125","50","32","25","false","0","25","-25"
"3128","50","32","28","false","0","22","-28"
"3126","50","32","26","false","0","24","-26"
"3130","50","32","30","false","0","20","-30"
"3131","50","32","31","false","0","19","-31"
"3129","50","32","29","false","0","21","-29"
"3132","50","32","32","false","0","-7","-7"
"3127","50","32","27","false","0","23","-27"
"3133","50","32","33","false","0","-32","18"
"3135","50","32","35","false","0","-32","18"
"3134","50","32","34","false","0","-32","18"
"3140","50","32","40","false","0","-32","18"
"3139","50","32","39","false","0","-32","18"
"3136","50","32","36","false","0","-32","18"
"3138","50","32","38","false","0","-32","18"
"3141","50","32","41","false","0","-32","18"
"3137","50","32","37","false","0","-32","18"
"3115","50","32","15","false","0","35","-15"
"3142","50","32","42","false","0","-32","18"
"3143","50","32","43","false","0","-32","18"
"3147","50","32","47","false","0","-32","18"
"3146","50","32","46","false","0","-32","18"
"3149","50","32","49","false","0","-32","18"
"3144","50","32","44","false","0","-32","18"
"3151","50","32","51","false","0","-32","18"
"3152","50","32","52","false","0","-32","18"
"3145","50","32","45","false","0","-32","18"
"3150","50","32","50","false","0","-32","18"
"3153","50","32","53","false","0","-32","18"
"3155","50","32","55","false","0","-32","18"
"3158","50","32","58","false","0","-32","18"
"3156","50","32","56","false","0","-32","18"
"3154","50","32","54","false","0","-32","18"
"3159","50","32","59","false","0","-32","18"
"3161","50","32","61","false","0","-32","18"
"3160","50","32","60","false","0","-32","18"
"3157","50","32","57","false","0","-32","18"
"3162","50","32","62","false","0","-32","18"
"3164","50","32","64","false","0","-32","18"
"3165","50","32","65","false","0","-32","18"
"3166","50","32","66","false","0","-32","18"
"3167","50","32","67","false","0","-32","18"
"3168","50","32","68","false","0","-32","18"
"3163","50","32","63","false","0","-32","18"
"3170","50","32","70","false","0","-32","18"
"3171","50","32","71","false","0","-32","18"
"3172","50","32","72","false","0","-32","18"
"3173","50","32","73","false","0","-32","18"
"3169","50","32","69","false","0","-32","18"
"3176","50","32","76","false","0","-32","18"
"3175","50","32","75","false","0","-32","18"
"3177","50","32","77","false","0","-32","18"
"3178","50","32","78","false","0","-32","18"
"3174","50","32","74","false","0","-32","18"
"3148","50","32","48","false","0","-32","18"
"3180","50","32","80","false","0","-32","18"
"3181","50","32","81","false","0","-32","18"
"3182","50","32","82","false","0","-32","18"
"3183","50","32","83","false","0","-32","18"
"3179","50","32","79","false","0","-32","18"
"3186","50","32","86","false","0","-32","18"
"3185","50","32","85","false","0","-32","18"
"3187","50","32","87","false","0","-32","18"
"3188","50","32","88","false","0","-32","18"
"3192","50","32","92","false","0","-32","18"
"3191","50","32","91","false","0","-32","18"
"3190","50","32","90","false","0","-32","18"
"3194","50","32","94","false","0","-32","18"
"3189","50","32","89","false","0","-32","18"
"3193","50","32","93","false","0","-32","18"
"3197","50","32","97","false","0","-32","18"
"3196","50","32","96","false","0","-32","18"
"3195","50","32","95","false","0","-32","18"
"3198","50","32","98","false","0","-32","18"
"3202","50","33","2","false","0","48","-2"
"3201","50","33","1","false","0","49","-1"
"3204","50","33","4","false","0","46","-4"
"3199","50","32","99","false","0","-32","18"
"3203","50","33","3","false","0","47","-3"
"3200","50","32","100","false","0","-32","18"
"3205","50","33","5","false","0","45","-5"
"3207","50","33","7","false","0","43","-7"
"3209","50","33","9","false","0","41","-9"
"3206","50","33","6","false","0","44","-6"
"3208","50","33","8","false","0","42","-8"
"3211","50","33","11","false","0","39","-11"
"3212","50","33","12","false","0","38","-12"
"3210","50","33","10","false","0","40","-10"
"3214","50","33","14","false","0","36","-14"
"3217","50","33","17","false","0","33","-17"
"3216","50","33","16","false","0","34","-16"
"3218","50","33","18","false","0","32","-18"
"3219","50","33","19","false","0","31","-19"
"3215","50","33","15","false","0","35","-15"
"3222","50","33","22","false","0","28","-22"
"3221","50","33","21","false","0","29","-21"
"3220","50","33","20","false","0","30","-20"
"3223","50","33","23","false","0","27","-23"
"3213","50","33","13","false","0","37","-13"
"3184","50","32","84","false","0","-32","18"
"3226","50","33","26","false","0","24","-26"
"3227","50","33","27","false","0","23","-27"
"3225","50","33","25","false","0","25","-25"
"3228","50","33","28","false","0","22","-28"
"3224","50","33","24","false","0","26","-24"
"3231","50","33","31","false","0","19","-31"
"3232","50","33","32","false","0","18","-32"
"3230","50","33","30","false","0","20","-30"
"3234","50","33","34","false","0","-33","17"
"3236","50","33","36","false","0","-33","17"
"3237","50","33","37","false","0","-33","17"
"3238","50","33","38","false","0","-33","17"
"3239","50","33","39","false","0","-33","17"
"3235","50","33","35","false","0","-33","17"
"3233","50","33","33","false","0","-8","-8"
"3240","50","33","40","false","0","-33","17"
"3242","50","33","42","false","0","-33","17"
"3243","50","33","43","false","0","-33","17"
"3241","50","33","41","false","0","-33","17"
"3246","50","33","46","false","0","-33","17"
"3247","50","33","47","false","0","-33","17"
"3248","50","33","48","false","0","-33","17"
"3249","50","33","49","false","0","-33","17"
"3245","50","33","45","false","0","-33","17"
"3244","50","33","44","false","0","-33","17"
"3250","50","33","50","false","0","-33","17"
"3251","50","33","51","false","0","-33","17"
"2331","50","24","31","false","0","-24","26"
"3252","50","33","52","false","0","-33","17"
"3255","50","33","55","false","0","-33","17"
"3253","50","33","53","false","0","-33","17"
"3256","50","33","56","false","0","-33","17"
"3258","50","33","58","false","0","-33","17"
"3257","50","33","57","false","0","-33","17"
"3260","50","33","60","false","0","-33","17"
"3261","50","33","61","false","0","-33","17"
"3254","50","33","54","false","0","-33","17"
"3262","50","33","62","false","0","-33","17"
"3263","50","33","63","false","0","-33","17"
"3264","50","33","64","false","0","-33","17"
"3265","50","33","65","false","0","-33","17"
"3266","50","33","66","false","0","-33","17"
"3269","50","33","69","false","0","-33","17"
"3268","50","33","68","false","0","-33","17"
"3270","50","33","70","false","0","-33","17"
"3271","50","33","71","false","0","-33","17"
"3272","50","33","72","false","0","-33","17"
"3274","50","33","74","false","0","-33","17"
"3273","50","33","73","false","0","-33","17"
"3275","50","33","75","false","0","-33","17"
"3276","50","33","76","false","0","-33","17"
"3279","50","33","79","false","0","-33","17"
"3278","50","33","78","false","0","-33","17"
"3277","50","33","77","false","0","-33","17"
"3229","50","33","29","false","0","21","-29"
"3281","50","33","81","false","0","-33","17"
"3280","50","33","80","false","0","-33","17"
"3282","50","33","82","false","0","-33","17"
"3283","50","33","83","false","0","-33","17"
"3284","50","33","84","false","0","-33","17"
"3259","50","33","59","false","0","-33","17"
"3286","50","33","86","false","0","-33","17"
"3287","50","33","87","false","0","-33","17"
"3288","50","33","88","false","0","-33","17"
"3290","50","33","90","false","0","-33","17"
"3289","50","33","89","false","0","-33","17"
"3292","50","33","92","false","0","-33","17"
"3293","50","33","93","false","0","-33","17"
"3294","50","33","94","false","0","-33","17"
"3296","50","33","96","false","0","-33","17"
"3297","50","33","97","false","0","-33","17"
"3295","50","33","95","false","0","-33","17"
"3298","50","33","98","false","0","-33","17"
"3299","50","33","99","false","0","-33","17"
"3301","50","34","1","false","0","49","-1"
"3300","50","33","100","false","0","-33","17"
"3302","50","34","2","false","0","48","-2"
"3303","50","34","3","false","0","47","-3"
"3304","50","34","4","false","0","46","-4"
"3267","50","33","67","false","0","-33","17"
"3306","50","34","6","false","0","44","-6"
"3305","50","34","5","false","0","45","-5"
"3307","50","34","7","false","0","43","-7"
"3308","50","34","8","false","0","42","-8"
"3309","50","34","9","false","0","41","-9"
"3311","50","34","11","false","0","39","-11"
"3312","50","34","12","false","0","38","-12"
"3313","50","34","13","false","0","37","-13"
"3314","50","34","14","false","0","36","-14"
"3291","50","33","91","false","0","-33","17"
"3315","50","34","15","false","0","35","-15"
"3317","50","34","17","false","0","33","-17"
"3316","50","34","16","false","0","34","-16"
"3318","50","34","18","false","0","32","-18"
"3319","50","34","19","false","0","31","-19"
"3321","50","34","21","false","0","29","-21"
"3322","50","34","22","false","0","28","-22"
"3323","50","34","23","false","0","27","-23"
"3324","50","34","24","false","0","26","-24"
"3325","50","34","25","false","0","25","-25"
"3326","50","34","26","false","0","24","-26"
"3310","50","34","10","false","0","40","-10"
"3327","50","34","27","false","0","23","-27"
"3328","50","34","28","false","0","22","-28"
"3331","50","34","31","false","0","19","-31"
"3330","50","34","30","false","0","20","-30"
"3329","50","34","29","false","0","21","-29"
"3334","50","34","34","false","0","-9","-9"
"3333","50","34","33","false","0","17","-33"
"3335","50","34","35","false","0","-34","16"
"3336","50","34","36","false","0","-34","16"
"3337","50","34","37","false","0","-34","16"
"3338","50","34","38","false","0","-34","16"
"3320","50","34","20","false","0","30","-20"
"3339","50","34","39","false","0","-34","16"
"3340","50","34","40","false","0","-34","16"
"3341","50","34","41","false","0","-34","16"
"3344","50","34","44","false","0","-34","16"
"3342","50","34","42","false","0","-34","16"
"3343","50","34","43","false","0","-34","16"
"3345","50","34","45","false","0","-34","16"
"3347","50","34","47","false","0","-34","16"
"3348","50","34","48","false","0","-34","16"
"3351","50","34","51","false","0","-34","16"
"3346","50","34","46","false","0","-34","16"
"3349","50","34","49","false","0","-34","16"
"3352","50","34","52","false","0","-34","16"
"3353","50","34","53","false","0","-34","16"
"3354","50","34","54","false","0","-34","16"
"3356","50","34","56","false","0","-34","16"
"3355","50","34","55","false","0","-34","16"
"3357","50","34","57","false","0","-34","16"
"3359","50","34","59","false","0","-34","16"
"3358","50","34","58","false","0","-34","16"
"3360","50","34","60","false","0","-34","16"
"3361","50","34","61","false","0","-34","16"
"3364","50","34","64","false","0","-34","16"
"3362","50","34","62","false","0","-34","16"
"3363","50","34","63","false","0","-34","16"
